,Brand,Type,Coe_left(yrs),Dep($),Mileage(mile),Road Tax($),Dereg Value($),COE($),Engine Cap(cc),Curb Weight(kg),Manufactured(yrs),Transmission,OMV($),ARF($),Power,No. of Owners,Price($)
2121,BMW,SUV,8,15050,12600,1210,77424,39406,1998,1535,3,1,47680,58752,141,1,156800
2122,Volkswagen,Hatchback,5,10870,50000,624,35666,49751,1395,1249,5,1,20460,10644,92,1,65800
2123,Audi,Luxury Sedan,6,13790,17530,624,54540,51603,1395,1450,4,1,32727,27818,110,2,103930
2124,Porsche,SUV,9,27140,5000,1194,114426,40301,1984,1845,2,1,76447,109605,180,1,308888
2125,BMW,SUV,7,19760,19800,1210,60757,31101,1998,1660,3,1,41424,49994,135,1,172800
2126,Nissan,SUV,5,11340,65280,1210,52892,55414,1997,1626,4,1,24596,26435,106,2,80900
2127,Mitsubishi,Sports Car,9,15580,140000,1331,30416,32914,1998,1540,13,1,46011,46011,206,3,144000
2128,Nissan,Mid-Sized Sedan,7,8300,27000,742,38712,33199,1598,1205,2,1,16713,16713,85,1,73800
2129,BMW,SUV,5,13880,39000,684,54426,54000,1499,1430,4,1,30855,30197,100,1,96800
2130,Porsche,SUV,0,65990,88000,3322,49945,79304,3598,2105,10,1,87636,87636,220,3,94800
2131,Mercedes-Benz,Luxury Sedan,4,16520,79000,740,50674,58109,1595,1425,6,1,35294,36412,115,1,89800
2132,Hyundai,Mid-Sized Sedan,0,14290,153000,738,10706,52809,1591,1267,9,1,14033,14033,95,2,16999
2133,Mercedes-Benz,Hatchback,5,13420,46700,740,38821,47020,1595,1395,5,1,23217,19504,90,1,78800
2134,Porsche,Sports Car,7,18720,156800,2712,27989,35411,2893,1435,12,1,92159,92159,195,5,148000
2135,Toyota,SUV,4,13720,73000,1196,43088,54920,1986,1610,6,1,27459,25443,111,1,75888
2136,Audi,Hatchback,2,13440,57000,624,25580,77989,1395,1300,8,1,26142,13599,90,1,37800
2137,BMW,Luxury Sedan,2,29690,77700,2382,81544,83001,2996,1790,9,1,74191,105544,190,2,118988
2138,Porsche,Sports Car,5,16760,134000,4488,29778,52660,3387,1395,15,1,98498,108348,217,5,94800
2139,BMW,Sports Car,7,8630,147000,2155,24707,31933,2497,1525,12,1,54164,54164,160,4,66800
2140,Toyota,Mid-Sized Sedan,3,7350,136300,821,9497,14664,1497,1095,12,1,12717,11642,80,3,23800
2141,Opel,SUV,7,9940,50373,508,45865,26170,1199,1295,3,1,30159,34223,96,1,93800
2142,Volvo,SUV,5,22310,79965,1176,88283,53300,1969,2053,4,1,57802,76044,187,1,168800
2143,Suzuki,SUV,5,9900,84000,736,37775,52503,1586,1160,5,1,18619,13619,88,1,58800
2144,Audi,Sports Car,0,129060,90000,5834,153399,92050,5204,1715,9,1,289196,289196,412,2,268000
2145,Mercedes-Benz,Luxury Sedan,9,16030,6000,684,87437,39000,1497,1505,3,1,53105,67589,145,1,184800
2146,Hyundai,Mid-Sized Sedan,4,7640,102383,738,20725,21142,1591,1267,10,1,11297,11297,95,2,37448
2147,Honda,Hatchback,2,8820,147000,887,7257,16170,1496,1080,14,1,14181,6693,88,4,19800
2148,Mercedes-Benz,SUV,9,17320,10000,586,61950,35001,1332,1610,1,1,33910,39474,120,1,179800
2149,Mazda,MPV,3,13130,88000,1520,42812,71889,2261,1780,6,1,22762,23867,120,1,61800
2150,Honda,Hatchback,9,8790,8000,578,35916,33520,1318,1052,1,1,16758,6758,73,1,84300
2151,Mercedes-Benz,Luxury Sedan,4,16480,50000,1202,64473,38610,1991,1655,6,1,52041,65674,135,1,111800
2152,Suzuki,SUV,4,8660,118000,736,37068,55399,1586,1125,6,1,16940,16940,86,1,47888
2153,Audi,SUV,8,14800,18000,624,52538,30890,1395,1545,2,1,30143,34201,110,1,145888
2154,BMW,Luxury Sedan,9,27120,5558,1210,132986,40790,1998,1765,1,1,89894,133810,195,1,321800
2155,Nissan,Sports Car,7,11230,93000,4169,27989,35411,3696,1490,12,0,50573,50573,245,3,88800
2156,Toyota,Mid-Sized Sedan,6,5880,143000,958,27729,44081,1497,1095,14,1,12607,13868,80,4,36988
2157,Hyundai,Mid-Sized Sedan,4,7200,106000,738,21948,22069,1591,1264,11,1,10634,10634,89,2,35800
2158,Lexus,Luxury Sedan,7,8150,247000,3094,26246,36888,2995,1660,13,1,52219,52219,183,5,58000
2159,Nissan,Mid-Sized Sedan,4,9420,93395,742,32504,61000,1598,1205,6,1,16028,11028,85,2,43800
2160,Toyota,MPV,5,11210,65000,976,45582,56410,1798,1360,5,1,19955,19955,105,1,70800
2161,MINI,Hatchback,3,13880,122597,508,27272,63990,1198,1120,7,1,21256,6759,75,2,53000
2162,Nissan,Sports Car,9,31270,146000,4000,30416,32914,3799,1745,11,1,108262,108262,357,3,289000
2163,BMW,Luxury Sedan,9,27180,4080,1210,139510,41101,1998,1765,1,1,89894,133810,195,1,325800
2164,Volvo,Luxury Sedan,4,11780,46000,1176,46826,62101,1969,1672,6,1,25596,27835,180,1,65800
2165,BMW,MPV,9,12470,6545,684,61557,32699,1499,1490,1,1,35066,41093,80,1,137800
2166,Honda,MPV,4,10830,64352,684,40379,59200,1497,1160,6,1,19708,19708,88,1,58500
2167,Mitsubishi,Mid-Sized Sedan,6,7280,61000,506,29098,38200,1193,940,4,1,13474,5000,59,1,50800
2168,Honda,Hatchback,4,9940,96000,684,32939,57089,1498,1046,6,1,15479,10479,96,1,49800
2169,Opel,SUV,6,8450,39000,508,43355,42339,1199,1203,4,1,24129,20781,81,1,65800
2170,Mercedes-Benz,SUV,8,13290,11000,740,53408,32889,1595,1435,2,1,29710,33594,90,1,130800
2171,BMW,Luxury Sedan,9,13560,6000,684,64629,41503,1499,1375,1,1,35966,42353,103,2,149800
2172,Mercedes-Benz,Luxury Sedan,4,18540,96000,1202,70250,60001,1991,1680,6,1,49637,61492,155,2,114800
2173,BMW,Luxury Sedan,3,15400,92355,1210,59176,75200,1997,1615,8,1,44355,49097,135,2,80500
2174,Toyota,MPV,6,10310,28302,976,48139,49000,1798,1355,4,1,19955,19955,105,2,79800
2175,Toyota,MPV,5,10280,52034,974,41032,50010,1797,1350,5,1,20107,20150,105,1,67800
2176,Nissan,SUV,5,10140,62800,1210,45325,56410,1997,1379,5,1,19653,19653,106,2,64800
2177,Nissan,Mid-Sized Sedan,2,6260,16800,889,6901,12864,1498,1130,13,1,20149,20149,80,4,16800
2178,BMW,SUV,9,15090,6422,1210,77527,49500,1998,1485,1,1,42024,50834,141,1,169800
2179,Volkswagen,Hatchback,4,10510,71000,624,30579,58700,1395,1249,6,1,19222,9222,90,2,47800
2180,Toyota,Luxury Sedan,6,11920,18284,1210,57054,47002,1998,1480,3,1,29587,33422,123,1,97800
2181,Toyota,Luxury Sedan,1,8220,108000,2293,7989,22499,2362,1540,14,1,28797,31677,123,2,14600
2182,Chevrolet,Mid-Sized Sedan,4,7690,57724,742,30929,45002,1598,1413,6,1,14471,14471,86,1,42800
2183,Toyota,MPV,4,10510,96740,976,38415,49602,1798,1360,5,1,19953,19953,105,1,61800
2184,Mercedes-Benz,Luxury Sedan,7,7930,139322,965,22080,27886,1597,1500,13,1,37093,37093,115,3,62800
2185,Audi,Luxury Sedan,3,12010,115000,624,32651,62002,1395,1310,7,1,27183,15057,92,1,51800
2186,Mercedes-Benz,Luxury Sedan,4,24480,120000,2382,130189,65501,2996,1935,6,1,96961,146530,245,1,176500
2187,Kia,Hatchback,0,15260,107000,738,10773,42952,1591,1261,9,1,13144,13144,91,2,21500
2188,Toyota,MPV,8,6990,123560,1169,31423,37941,1797,1340,12,1,21193,21193,106,3,57888
2189,Ferrari,Sports Car,9,50490,66000,5201,30450,33568,4497,1515,11,1,335125,335125,416,6,458000
2190,Mercedes-Benz,Luxury Sedan,2,18390,102000,1202,46475,77110,1991,1655,8,1,45373,50523,135,1,63800
2191,Mazda,Sports Car,6,9820,139899,1573,26992,38712,1998,1140,14,1,25880,25880,122,5,68500
2192,Volkswagen,Hatchback,6,10530,69000,624,47743,44000,1395,1383,4,1,27828,30960,92,1,85500
2193,Nissan,SUV,5,9970,29000,508,40296,51765,1197,1285,4,1,18583,13583,85,1,64800
2194,Lexus,Luxury Sedan,7,7770,109000,2340,25826,33018,2500,1625,12,1,37374,37374,153,2,60800
2195,Honda,Mid-Sized Sedan,7,8750,15000,242,22280,9170,1597,1237,2,1,19955,19955,92,1,79777
2196,Honda,Hatchback,8,11980,13000,578,34905,35010,1317,1030,2,1,16126,6126,73,1,106800
2197,Toyota,Mid-Sized Sedan,8,9080,23895,742,41870,32000,1598,1315,2,1,19648,19648,96,1,86800
2198,Lexus,SUV,5,16160,100000,1210,68179,57508,1998,1755,5,1,41971,50760,175,2,110000
2199,BMW,Luxury Sedan,4,14240,95000,684,44596,49501,1499,1425,5,1,29816,28743,100,2,84800
2200,Mercedes-Benz,Luxury Sedan,5,19860,52000,1202,86637,51000,1991,1615,5,1,57401,75322,155,1,155988
2201,Mercedes-Benz,Hatchback,2,14930,80000,740,28562,75556,1595,1395,8,1,26874,19624,115,2,42988
2202,BMW,Luxury Sedan,3,16240,75000,1210,53981,65301,1997,1615,8,1,46697,52376,135,3,75800
2203,Honda,MPV,2,9250,140000,1271,7706,18953,1799,1370,13,1,20361,20361,103,2,18800
2204,Mercedes-Benz,Luxury Sedan,6,16360,45000,740,64857,54405,1595,1425,4,1,36252,42753,115,1,120000
2205,Kia,Sports Car,0,15900,140000,738,11584,56501,1591,1232,9,1,14005,14005,91,6,19900
2206,Mazda,Mid-Sized Sedan,4,10600,45000,682,34223,57498,1496,1321,6,1,17996,12996,88,1,52800
2207,Toyota,MPV,4,17070,313200,1792,61541,46970,2494,2065,5,1,45427,55598,134,1,110000
2208,Mazda,Hatchback,3,9380,102000,682,29722,66590,1496,1036,6,1,15897,5000,85,2,39800
2209,Chevrolet,Mid-Sized Sedan,4,7980,134945,626,30915,61000,1398,1220,6,1,13734,8734,74,1,36800
2210,Toyota,MPV,7,6670,134000,1264,24060,32121,1794,1310,13,1,18803,16884,97,2,49988
2211,Mercedes-Benz,Sports Car,9,10990,84600,974,49662,49716,1796,1685,11,1,58555,58555,135,1,109800
2212,Kia,Sports Car,3,7770,119000,886,9791,14743,1591,1232,12,1,15418,15418,92,6,25800
2213,Mercedes-Benz,Luxury Sedan,3,28170,119000,2382,121927,72990,2996,1935,7,1,99017,150231,245,2,168800
2214,Ford,Mid-Sized Sedan,5,8210,35000,392,38326,49751,999,1334,5,1,19190,14190,92,1,52800
2215,Hyundai,Mid-Sized Sedan,7,8620,56190,738,28748,28000,1591,1345,3,1,10847,10847,93,1,68888
2216,Mercedes-Benz,SUV,4,14790,59000,740,46479,45504,1595,1480,6,1,30765,35071,90,3,88800
2217,Audi,Luxury Sedan,4,11560,62321,624,38866,57089,1395,1310,6,1,27587,20622,92,2,59800
2218,Mazda,Mid-Sized Sedan,1,8220,130000,1039,5454,24100,1598,1235,14,1,15135,16649,79,4,9300
2219,Audi,Sports Car,4,19870,42000,1194,73682,60003,1984,1500,6,1,52296,66133,169,4,123888
2220,Honda,Mid-Sized Sedan,2,9340,132010,888,8328,13943,1595,1220,13,1,25281,25281,92,3,27888
2221,Mazda,MPV,3,12220,106000,1520,40550,73010,2261,1780,7,1,23920,25488,120,2,52888
2222,Nissan,SUV,6,10280,41500,508,33965,36001,1197,1325,4,1,19750,14750,85,1,72800
2223,BMW,Luxury Sedan,2,15120,116500,1210,48369,70002,1997,1420,7,1,42187,46062,135,2,67800
2224,Toyota,Mid-Sized Sedan,3,7080,152000,821,9791,14743,1497,1095,12,1,12717,11955,80,4,23500
2225,Honda,Hatchback,2,8030,170000,767,6751,13024,1339,1070,13,1,13401,11527,73,6,20800
2226,BMW,Hatchback,9,12830,6260,684,61027,40301,1499,1320,2,1,33143,38401,103,1,139800
2227,Mitsubishi,Mid-Sized Sedan,2,8550,170000,1573,7762,18444,1998,1427,13,1,18825,18825,114,5,18000
2228,Mercedes-Benz,SUV,8,21070,33000,1202,81121,39728,1991,1785,2,1,52030,65654,155,2,201888
2229,Honda,Hatchback,2,8890,154288,889,7275,14835,1497,1080,13,1,21214,21214,88,2,21800
2230,Mercedes-Benz,Sports Car,4,32780,33000,3922,148510,58801,3982,1715,6,1,112977,175359,350,2,233000
2231,Toyota,Mid-Sized Sedan,3,11490,88000,742,29118,62890,1598,1205,7,1,18650,13650,90,3,43800
2232,Bentley,Sports Car,5,63480,28000,3940,259507,55201,3993,2295,6,1,185521,305938,388,1,498888
2233,Toyota,MPV,2,13110,93000,976,26148,67010,1798,1360,8,1,23453,19835,105,1,37800
2234,Audi,Luxury Sedan,2,11010,131000,1269,7727,16689,1798,1450,13,1,35866,35866,118,4,25500
2235,Mercedes-Benz,SUV,7,19440,35703,1202,61179,31000,1991,1705,3,1,42569,51597,135,1,166800
2236,Mercedes-Benz,Hatchback,3,13990,53108,740,33106,63880,1595,1425,7,1,25004,17006,90,2,56800
2237,Honda,MPV,1,8030,120000,1369,8069,25925,1799,1370,14,1,20799,22879,103,3,12500
2238,BMW,Luxury Sedan,2,28790,24800,2362,88609,76607,2979,1750,8,1,81782,119208,235,1,123800
2239,Porsche,Sports Car,9,34150,4580,1200,109626,39000,1988,1365,1,1,69493,97088,220,1,370888
2240,Mercedes-Benz,Sports Car,9,10230,58704,1071,38985,40714,1796,1575,11,1,58222,58222,150,4,98000
2241,Mercedes-Benz,Luxury Sedan,0,20060,138000,974,33590,73890,1796,1650,10,1,55277,55277,150,2,43800
2242,Honda,Stationwagon,1,7480,145000,955,7213,21061,1496,1160,14,1,14837,16321,81,3,12800
2243,Honda,Stationwagon,7,9350,19000,682,32988,38001,1496,1130,4,1,18433,8433,97,1,69800
2245,BMW,Luxury Sedan,6,18460,58531,1210,70563,44000,1998,1530,4,1,45675,55945,135,1,151800
2246,Mazda,Luxury Sedan,9,10620,6200,1210,50771,39500,1998,1514,2,1,24385,26139,121,1,113800
2247,Suzuki,SUV,5,9940,45200,736,37855,49430,1586,1160,5,1,17518,12518,88,1,63500
2248,Volkswagen,MPV,9,12640,10500,624,53402,35001,1395,1288,2,1,26033,28447,110,1,130000
2249,Honda,Stationwagon,6,9450,55623,682,33619,38801,1496,1130,3,1,20587,10822,97,2,70888
2250,Audi,Hatchback,2,12920,94536,624,26746,74991,1395,1300,8,1,26158,13622,90,3,38800
2251,Mercedes-Benz,Luxury Sedan,5,18340,44000,1202,75527,49000,1991,1680,6,1,53339,68011,155,1,125800
2252,Mitsubishi,SUV,7,10900,39000,1210,52978,48010,1998,1480,3,1,19514,19514,110,1,96800
2253,Mercedes-Benz,Luxury Sedan,5,16550,69000,1202,62851,57903,1991,1465,5,1,40075,43105,135,2,108800
2254,Honda,Mid-Sized Sedan,7,9830,25110,742,32865,23568,1597,1249,3,1,19877,19877,92,1,84800
2255,Audi,Luxury Sedan,4,14180,106000,976,52316,47604,1798,1645,6,1,39446,42225,140,2,88888
2256,Toyota,MPV,6,10150,19048,682,42042,42339,1496,1350,4,1,18489,18489,79,2,76800
2257,Mercedes-Benz,Luxury Sedan,5,16510,50000,1202,74228,49000,1991,1655,6,1,52377,66279,135,1,115800
2258,MINI,Sports Car,8,7500,118500,816,29272,32875,1598,1155,11,1,27973,27973,135,6,66800
2259,Mazda,MPV,5,9660,104128,1210,42103,48209,1998,1535,5,1,19490,19490,111,1,64800
2260,Mazda,Luxury Sedan,5,10410,57200,1786,48940,48209,2488,1515,5,1,26059,28483,141,1,73800
2261,Honda,Mid-Sized Sedan,5,10370,69000,742,43795,50000,1597,1249,5,1,20640,20896,92,2,68800
2262,Mercedes-Benz,Luxury Sedan,7,31310,6450,2382,137340,43102,2996,1940,2,1,91869,137365,200,1,318000
2263,Mercedes-Benz,SUV,7,13670,35000,740,50574,38001,1595,1435,3,1,28179,31451,90,1,112800
2264,Honda,Hatchback,8,8420,27000,578,30541,30000,1318,1052,2,1,16826,6826,73,1,74800
2265,SEAT,Stationwagon,8,8420,28000,392,42974,33009,999,1259,3,1,19702,19702,85,1,81800
2266,BMW,Luxury Sedan,5,17720,60000,1210,60305,57508,1998,1540,5,1,38478,40870,135,1,111800
2268,Volkswagen,Hatchback,4,8550,102000,620,20725,21142,1390,1241,10,1,22291,22291,90,6,41888
2269,Mitsubishi,Mid-Sized Sedan,6,6370,18000,70,17847,21200,1193,940,4,1,13474,5000,59,1,44888
2270,Ford,Sports Car,7,32540,27000,5574,81243,37000,5038,1893,3,1,56753,74156,331,2,268800
2271,Volkswagen,MPV,5,10900,82288,624,46782,51109,1395,1288,5,1,26755,24457,110,1,72888
2272,BMW,Hatchback,1,15330,150000,742,20944,59003,1598,1310,9,1,26295,26295,100,2,29988
2273,Mercedes-Benz,Luxury Sedan,9,7800,156800,1071,30308,32914,1796,1495,11,1,38917,38917,115,2,71800
2274,Honda,Mid-Sized Sedan,5,9560,64210,684,40817,51600,1497,1096,5,1,18293,13293,88,1,63800
2275,Hyundai,Mid-Sized Sedan,8,8080,66000,738,38143,32000,1591,1345,2,1,14667,14667,93,1,75888
2276,Audi,Luxury Sedan,6,14060,35000,624,50903,50001,1395,1450,4,1,32098,26938,110,1,99800
2277,Kia,Mid-Sized Sedan,6,8390,45211,738,37041,44002,1591,1295,4,1,12692,12692,95,1,58800
2278,MINI,Hatchback,5,13730,53000,684,43512,57508,1499,1175,5,1,25066,17093,100,1,81800
2279,Mercedes-Benz,Luxury Sedan,3,17050,96000,740,43031,71990,1595,1425,7,1,32856,27999,115,3,72800
2280,Mercedes-Benz,Sports Car,7,17850,19000,740,59364,32551,1595,1505,3,1,39871,47820,115,2,152800
2281,Bentley,Luxury Sedan,2,85390,610000,7074,210473,77989,5998,2475,8,1,194559,322207,460,4,349900
2282,Chevrolet,Mid-Sized Sedan,2,5770,150000,814,7589,17099,1399,1115,13,0,9021,4558,69,3,12800
2283,Toyota,Mid-Sized Sedan,4,9840,70000,742,38459,56989,1598,1205,6,1,17804,17804,90,2,53777
2284,Kia,Mid-Sized Sedan,3,7860,177000,886,9156,14920,1591,1251,12,1,13989,12922,92,4,24111
2285,Mazda,Hatchback,8,8140,18000,682,34941,30009,1496,1067,2,1,14348,14348,85,1,72800
2286,Mercedes-Benz,Luxury Sedan,6,13940,38869,740,50242,38200,1595,1430,3,1,28237,31532,90,2,112800
2287,Mitsubishi,SUV,6,9680,67982,1210,44790,53001,1998,1417,4,1,17145,17145,110,1,66888
2288,Audi,Sports Car,9,9600,142900,1313,38985,40714,1984,1280,11,1,51874,51874,155,4,91888
2289,Mazda,Mid-Sized Sedan,6,8990,38326,682,38199,42339,1496,1331,4,1,18998,13998,88,1,65800
2290,MINI,Sports Car,8,19370,6000,1210,71375,41001,1998,1675,2,1,42470,51458,225,1,188000
2291,Mercedes-Benz,Luxury Sedan,8,21580,20000,1202,98140,41805,1991,1670,2,1,61824,83284,190,1,225800
2292,Honda,Mid-Sized Sedan,2,12240,61800,684,23407,69903,1497,1080,11,0,19880,14880,88,1,32800
2293,Porsche,Sports Car,3,49400,30000,3068,123140,67304,3436,1425,8,1,103467,158241,239,3,228000
2294,Mercedes-Benz,Hatchback,2,13960,79200,740,22875,62497,1595,1395,8,1,24842,16779,115,2,37000
2295,Kia,SUV,7,8930,43000,392,26755,26659,998,1185,2,1,17529,7529,88,3,74500
2296,Honda,MPV,8,6670,120000,1174,33454,39313,1799,1350,13,1,21855,21855,103,2,56800
2297,Volkswagen,Hatchback,2,13560,101000,624,19922,61029,1395,1288,8,1,25395,12553,103,2,33800
2298,Nissan,SUV,6,10210,41000,508,42252,39000,1197,1325,3,1,20452,20633,85,1,80800
2299,Honda,SUV,7,9550,33000,682,40156,31997,1496,1200,3,1,21733,22427,96,1,80888
2300,Mazda,Luxury Sedan,5,11010,69000,1210,43256,56000,1998,1454,5,1,20024,20034,121,2,65515
2301,Honda,Mid-Sized Sedan,7,8290,35000,684,33508,25920,1497,1096,2,1,17560,17560,88,1,73800
2302,BMW,Sports Car,6,11220,35000,3307,32547,50168,2979,1735,14,1,81360,89496,225,1,72800
2303,Porsche,Sports Car,7,15750,117366,2623,23822,32121,2687,1390,13,1,67671,67671,180,6,116800
2304,BMW,Luxury Sedan,1,15610,156000,742,27669,92100,1598,1405,9,1,32919,22919,100,2,37000
2305,Porsche,Sports Car,8,15030,77304,2422,31050,35416,2687,1400,13,1,45920,45920,180,6,131800
2306,Audi,Sports Car,4,21500,94000,1194,68391,58109,1984,1410,6,1,50704,63268,169,2,120800
2308,BMW,Hatchback,2,13830,116801,742,27762,75556,1598,1310,8,1,26020,18428,100,3,39800
2309,Audi,Luxury Sedan,6,13710,43300,1194,55191,39000,1984,1480,4,1,33203,38485,140,1,111800
2310,Porsche,Sports Car,9,18230,34639,5210,32571,34935,4806,1875,11,1,133662,133662,294,4,170000
2311,Audi,Sports Car,9,15670,73000,1954,38985,40714,2480,1475,11,1,77877,77877,250,3,150000
2312,Toyota,SUV,9,24030,1500,4902,110717,51900,4608,2530,2,1,67886,94195,234,1,281818
2313,Mercedes-Benz,Hatchback,5,13050,110953,740,41102,51506,1595,1395,7,1,22210,18094,90,2,78800
2314,Volkswagen,Luxury Sedan,9,9480,156500,1313,30735,33568,1984,1454,11,1,31328,31328,147,4,86800
2315,Mercedes-Benz,SUV,7,19060,75000,1202,68248,31001,1991,1735,3,1,48209,59493,155,1,175000
2316,Nissan,Mid-Sized Sedan,3,7400,120000,821,9465,14664,1498,1175,12,1,19215,19215,80,3,23888
2317,BMW,Sports Car,8,42500,3800,4568,165101,30012,4395,1875,2,1,118320,184976,460,1,465888
2318,Porsche,SUV,6,14400,170000,4319,26854,38712,3598,2245,14,1,50156,50156,213,6,99900
2319,Honda,Mid-Sized Sedan,6,10340,73000,742,41779,38830,1597,1249,3,1,19662,19662,92,1,81800
2320,Toyota,MPV,6,19890,59000,1792,72145,50001,2493,2030,4,1,45121,55170,134,2,150000
2321,Hyundai,Hatchback,1,13580,11900,738,17873,62600,1591,1353,9,1,17279,17279,137,2,26800
2322,Mercedes-Benz,Luxury Sedan,6,8610,168892,1364,31468,50355,1796,1490,14,1,42935,47229,135,3,53800
2323,Mercedes-Benz,Luxury Sedan,8,15850,26422,740,70633,48010,1595,1490,2,1,36204,42686,115,2,148800
2324,Honda,Mid-Sized Sedan,6,9960,80000,742,42366,40000,1597,1249,3,1,19724,19724,92,1,78500
2325,Peugeot,SUV,6,12060,53000,742,50290,37605,1598,1300,4,1,28726,32217,121,2,99888
2326,Nissan,Sports Car,7,29780,201000,4727,24434,33377,3799,1740,13,1,78864,78864,353,2,218000
2327,SEAT,SUV,9,9160,5300,70,21594,16520,999,1210,2,1,18678,8678,85,1,88000
2328,BMW,Sports Car,1,49650,120800,3948,60201,97889,3999,1600,9,1,78040,78040,309,3,128800
2329,Toyota,MPV,6,9310,35000,682,39793,38510,1496,1325,3,1,17199,17199,79,1,73588
2330,Toyota,MPV,5,10210,50000,682,35551,53000,1496,1320,6,1,20771,11080,80,1,58000
2331,Toyota,Luxury Sedan,1,11750,190000,1694,7856,25925,1998,1530,14,1,26830,29513,108,2,17800
2332,Mercedes-Benz,Sports Car,9,10180,112000,974,46852,47701,1796,1575,10,1,53875,53875,150,4,100000
2333,Mercedes-Benz,SUV,5,19860,57800,1202,73415,56206,1991,1735,5,1,45774,56084,155,1,138800
2334,Audi,SUV,8,15060,26500,624,55704,37705,1395,1545,2,1,27687,30762,110,1,145720
2335,Toyota,Mid-Sized Sedan,1,13160,60000,742,23590,87109,1598,1195,9,1,15511,15511,90,1,30500
2336,Toyota,Luxury Sedan,1,15820,80000,1210,26996,93004,1998,1445,9,1,23232,23232,109,1,35800
2337,Nissan,SUV,4,10900,107000,1210,40507,62140,1997,1379,6,1,20017,20024,106,1,56500
2338,Audi,Luxury Sedan,7,12090,34000,624,42667,32000,1395,1320,3,1,23548,24968,110,1,102999
2339,Toyota,SUV,5,13650,81100,1196,51723,48556,1986,1610,5,1,31592,31229,111,1,95800
2340,Mazda,Mid-Sized Sedan,5,8910,67572,682,37968,55200,1496,1079,5,1,18360,13360,85,1,51800
2341,Lexus,SUV,7,7810,132000,4030,24003,31335,3456,1975,12,1,53807,53807,204,1,59800
2342,Toyota,Luxury Sedan,7,6980,146888,2337,23730,31553,2499,1510,14,1,30672,30672,158,4,52500
2343,Mercedes-Benz,SUV,6,19380,57000,1202,73259,53001,1991,1735,4,1,44216,53903,155,1,146999
2344,Subaru,SUV,7,12460,36000,1208,50856,48000,1995,1591,3,1,17309,17309,115,1,106999
2345,Toyota,Mid-Sized Sedan,9,9600,8700,742,50825,35990,1598,1315,1,1,21787,22502,96,1,101800
2346,Toyota,Mid-Sized Sedan,4,7760,120000,816,13475,16438,1598,1195,11,1,16680,16680,80,3,31800
2347,Mitsubishi,Mid-Sized Sedan,4,6740,32455,70,17716,29651,1193,940,5,1,13682,5000,57,1,34800
2348,Volvo,Hatchback,4,10050,108000,684,39062,56989,1498,1450,6,1,22809,18933,90,3,55000
2349,Kia,Mid-Sized Sedan,4,9310,115000,738,36126,58700,1591,1295,6,1,17170,17170,95,3,46800
2350,Mitsubishi,Mid-Sized Sedan,5,6400,35188,70,22221,35503,1193,940,5,1,14471,5000,57,1,35800
2351,Subaru,Luxury Sedan,4,10230,71288,1798,40933,51010,2498,1604,5,1,21742,22439,129,2,61800
2352,Toyota,MPV,3,11260,143000,976,35401,68689,1798,1360,7,1,23454,19836,105,1,46800
2353,Mercedes-Benz,Luxury Sedan,5,16960,107000,1202,84071,57002,1991,1605,5,1,54809,70657,135,1,127800
2354,Mitsubishi,MPV,2,8080,177000,2153,7927,15777,2378,1710,13,1,27903,27903,121,3,20300
2355,Hyundai,Mid-Sized Sedan,9,7610,11407,608,39833,35710,1368,1115,2,1,9189,9189,73,1,74800
2356,Hyundai,Mid-Sized Sedan,6,8540,38455,738,36629,42339,1591,1345,4,1,11905,11905,93,1,61800
2357,Honda,Mid-Sized Sedan,7,6420,133000,962,26494,37165,1595,1220,13,1,18699,18699,92,4,45800
2358,Honda,Mid-Sized Sedan,6,10930,81139,742,42846,44002,1597,1249,4,1,19532,19532,92,1,79800
2359,Toyota,MPV,2,8350,157297,1264,7623,18953,1794,1300,13,1,17564,17564,97,4,16800
2360,Honda,MPV,5,13940,60383,1630,52745,49156,2356,1855,5,1,32399,37359,129,2,88800
2361,Lexus,Luxury Sedan,9,17550,1100,1784,75589,39500,2487,1620,1,1,47986,59181,152,1,198000
2362,Mazda,Mid-Sized Sedan,5,8680,58200,682,36795,48000,1496,1079,5,1,18729,13729,85,1,54800
2363,Volvo,SUV,4,15280,120900,1176,58351,62101,1969,1781,6,1,38242,45539,180,1,87888
2364,Nissan,Hatchback,6,8910,55000,508,31700,42801,1197,1265,5,1,17541,7541,85,2,58000
2365,Toyota,Mid-Sized Sedan,2,11650,127739,742,26241,60002,1598,1205,7,1,18761,13761,90,1,41800
